@ref	@lat	@lon
74907:104	49.8686075	17.8369334
74907:107	49.8139049	17.7697675
74907:109	49.8769854	17.7934927
74907:110	49.82218049999999	17.7162478
74907:111	49.8571378	17.7202499
74907:112	49.8602494	17.7963031
74907:12	49.9406526	17.9116182
74907:120	49.93284670000001	18.0034778
74907:125	49.936089	17.9738035
74907:133	49.9904637	18.0553607
74907:138	49.8719307	17.8802304
74907:147	49.7729198	17.7556145
74907:16	49.94899179999999	17.9063088
74907:202	48.9468948	17.6115775
74907:203	49.9379254	17.8088931
74907:205	49.9326101	17.6878067
74907:206	49.9343301	17.7728768
74907:210	49.9854513	17.8454098
74907:211	49.96525889999999	17.8261988
74907:215	49.9585865	17.8764076
74907:308	49.7908047	17.6367281
74907:323	49.8639454	17.6779727
74907:326	49.7550491	17.7212989
74907:331	49.8057464	17.8359781
74907:332	49.7674082	17.8508793
74907:333	49.763547	17.813256
74907:39	49.8710285	17.9687385
74907:48	50.0230614	17.704208
74907:51	49.95163669999999	17.7337749
74907:52	49.95223619999999	17.7479262
74907:55	50.0002889	17.8039775
74907:56	49.98019970000001	17.7898832
74907:57	49.9774789	17.772449
74907:62	49.8804671	17.6410856
74907:65	49.8973182	17.7796965
74907:66	49.8738452	17.7439682
74907:69	49.9234672	17.7756942
74907:70	49.9038701	17.7514287
74907:77	49.9902718	17.9987891
74907:78	49.970209	18.0141213
74907:83	49.9733603	18.1471951
74907:89	49.8737264	18.0669241
74907:97	49.82841	18.08279
74907:98	49.8423583	18.092417
75007:11	49.4501	17.462333
75007:12	49.4506321	17.4667438
75007:13	49.4527795	17.4692097
75007:15	49.4549839	17.4683656
75007:16	49.455009	17.4629802
75007:17	49.45488899999999	17.4570147
75007:2	49.4502971	17.4476692
75007:202	49.5583289	17.7515549
75007:203	49.5496635	17.734922
75007:205	49.60474989999999	17.6866383
75007:206	49.5186972	17.7659814
75007:208	49.5880807	17.7067312
75007:209	49.5969479	17.7373102
75007:210	49.6185718	17.7491167
75007:211	49.5059888	17.8277567
75007:212	49.6316374	17.7025809
75007:214	49.6523078	17.7450896
75007:22	49.4832483	17.5423217
75007:220	49.5329742	17.7461518
75007:221	49.6038393	17.8058855
75007:225	49.5933734	17.8323207
75007:227	49.57469529999999	17.840237
75007:229	49.54926469999999	17.841455
75007:23	49.4633378	17.5873403
75007:230	49.6245623	17.6178996
75007:231	49.6489541	17.6518805
75007:232	49.627088	17.6642011
75007:236	49.5426413	17.6545673
75007:239	49.587182	17.6481054
75007:24	49.4537228	17.5132226
75007:240	49.6002411	17.6336142
75007:246	49.54045850000001	17.7769308
75007:25	49.4299185	17.5320175
75007:254	49.5475263	17.7365
75007:26	49.40915529999999	17.6287873
75007:266	49.504301	17.7403737
75007:27	49.4094588	17.6135072
75007:275	49.48915849999999	17.7639578
75007:278	49.4948128	17.8073649
75007:279	49.4476891	17.7323357
75007:28	49.4123775	17.5477118
75007:282	49.49098350000001	17.7080499
75007:29	49.4377992	17.5782747
75007:3	49.461427	17.4537401
75007:30	49.4263679	17.5164269
75007:31	49.4454595	17.5308675
75007:33	49.4425191	17.6213388
75007:35	49.4235391	17.5809718
75007:36	49.4685864	17.3510043
75007:37	49.4676601	17.3253977
75007:38	49.509696	17.3713013
75007:4	49.4600331	17.4502562
75007:40	49.4765224	17.3672868
75007:414	49.4959229	17.4101052
75007:416	49.4839789	17.4453874
75007:42	49.5100656	17.3892091
75007:422	49.5131922	17.4302007
75007:423	49.463476	17.4874004
75007:424	49.3787442	17.4867841
75007:425	49.4898953	17.4829958
75007:427	49.415236	17.459725
75007:44	49.4827613	17.3421114
75007:46	49.4634182	17.3779335
75007:47	49.4783203	17.5170861
75007:49	49.4277399	17.5456243
75007:51	49.3817274	17.4518193
75007:52	49.4307574	17.2877333
75007:54	49.419166	17.285647
75007:58	49.4327459	17.350146
75007:6	49.4552095	17.4421088
75007:61	49.5282451	17.5965497
75007:63	49.5281101	17.5800273
75007:65	49.5225988	17.5735639
75007:72	49.55277419999999	17.5932773
75007:73	49.5560479	17.5678328
75007:75	49.5691883	17.628503
75007:76	49.535874	17.6362072
75007:77	49.5357293	17.5575472
75007:8	49.45102379999999	17.4537747
75007:80	49.5451107	17.4770929
75007:85	49.50826259999999	17.5132673
75007:86	49.35010219999999	17.2961542
75007:88	49.3578953	17.2997305
75007:9	49.4421087	17.4573661
75007:91	49.3455848	17.3045219
75007:92	49.342285	17.310409
75007:93	49.35054840000001	17.3039366
75007:94	49.371906	17.2906449
75007:95	49.329505	17.2461452
75007:96	49.3309369	17.2993008
75707:103	49.457814	17.806328
75707:12	49.33706249999999	17.9946953
75707:121	49.4585261	18.1430308
75707:132	49.441512	18.0947362
75707:137	49.4150717	18.109785
75707:138	49.4377948	18.035619
75707:148	49.46602610000001	18.0924951
75707:15	49.3359465	17.9945801
75707:16	49.3859051	18.0182958
75707:184	49.0908765	18.0231062
75707:189	49.0410906	18.0249087
75707:209	49.3104592	18.1258523
75707:218	49.35127629999999	18.2400737
75707:220	49.3606355	18.2835649
75707:221	49.3702128	18.3526784
75707:228	49.3606355	18.2835649
75707:23	49.3082363	18.0031113
75707:28	49.3820929	17.8857648
75707:3	49.3410179	17.9854466
75707:31	49.3546741	17.8694483
75707:39	49.2734753	17.9699528
75707:4	49.3451537	17.9814641
75707:5	49.3397927	17.9814436
75707:7	49.32600370000001	17.98221
75707:8	49.34476129999999	17.9908953
76607:100	49.271604	17.714781
76607:103	49.260407	17.7024118
76607:104	49.21990419999999	17.6174775
76607:104	49.2816092	17.7582173
76607:106	49.260407	17.7024118
76607:119	49.28099	17.6797139
76607:123	49.2926744	17.6498534
76607:126	49.2954094	17.7856706
76607:127	49.2907148	17.7298739
76607:129	49.2941236	17.7323733
76607:130	49.077706	17.8948719
76607:130	49.2084626	17.6038669
76607:131	49.077706	17.8948719
76607:131	49.20743179999999	17.5955876
76607:133	49.0879853	17.8734988
76607:134	49.09020719999999	17.8735756
76607:136	49.0879853	17.8734988
76607:137	49.0901727	17.9263212
76607:138	49.08622399999999	17.9123206
76607:139	49.1049046	17.8099829
76607:140	49.079696	17.8281582
76607:143	49.0454642	17.8984134
76607:145	49.0359566	17.9373588
76607:147	49.1128357	17.9402922
76607:149	49.169774	17.882973
76607:150	49.1700333	17.876086
76607:152	49.1774186	17.9373399
76607:153	49.1774186	17.9373399
76607:154	49.1710733	17.9071418
76607:155	49.0934792	17.7397597
76607:156	49.0923562	17.7380116
76607:157	49.1015357	17.7572932
76607:158	49.0990181	17.7534918
76607:159	49.1031416	17.7599857
76607:164	49.1292127	17.7692637
76607:167	49.0998215	17.757483
76607:169	49.1292127	17.7692637
76607:170	49.1166218	17.7717161
76607:171	49.0321075	17.6430538
76607:182	49.16372519999999	17.5164395
76607:190	49.1715578	17.5119527
76607:191	49.1411512	17.4980908
76607:191	49.2210669	17.5873433
76607:193	49.2548742	17.5043329
76607:195	49.2483489	17.5009362
76607:198	49.2025636	17.5459403
76607:201	49.2232333	17.5105935
76607:204	49.210561	17.5270882
76607:206	49.1974589	17.5414452
76607:207	49.177237	17.5369761
76607:210	49.2536809	17.5910526
76607:212	49.2408967	17.5686816
76607:214	49.2543008	17.5449531
76607:59	49.2038093	17.6839286
76607:66	49.21990419999999	17.6174775
76607:67	49.2084626	17.6038669
76607:68	49.20743179999999	17.5955876
76607:70	49.2210669	17.5873433
76607:71	49.2210669	17.5873433
76607:72	49.2328138	17.5895832
76607:73	49.1756023	17.6057913
76607:74	49.1764123	17.5858262
76607:75	49.231132	17.6088893
76607:76	49.2081988	17.595386
76607:77	49.2129171	17.6134655
76607:79	49.24848129999999	17.7516417
76607:82	49.2231327	17.7469215
76607:85	49.21801319999999	17.7473859
76607:86	49.2038093	17.6839286
76607:86	49.2216	17.8538119
76607:90	49.2223377	17.9165045
76607:92	49.2165437	17.8055352
76607:93	49.2121959	17.8833785
76607:94	49.2382395	17.8165371
76607:96	49.2194936	17.8421812
76607:97	49.233056	17.9011312
76607:99	49.2075217	17.8480127
76707:189	49.2523768	17.281498
76707:7	49.2963687	17.3968186
77072:101	49.5856645	17.1786681
77072:102	49.5570606	17.211276
77072:103	49.6057731	17.3452879
77072:104	49.56854209999999	17.2368648
77072:107	49.52074349999999	17.3441528
77072:111	49.6261601	17.3269443
77072:114	49.5972459	17.3223304
77072:118	49.6366787	17.3443255
77072:119	49.6360875	17.3627964
77072:121	49.62998959999999	17.3417837
77072:125	49.64313079999999	17.2303143
77072:130	49.5976795	17.368326
77072:132	49.5995785	17.3634051
77072:134	49.6067796	17.3973693
77072:135	49.6020327	17.4001905
77072:138	49.6331801	17.3927445
77072:144	49.68927189999999	17.2089712
77072:148	49.6707729	17.2238664
77072:150	49.6759534	17.2385844
77072:153	49.6950374	17.2064937
77072:161	49.5420495	17.4262387
77072:162	49.5314421	17.3999741
77072:163	49.52800360000001	17.3840216
77072:164	49.5274987	17.3813502
77072:166	49.5484991	17.3748258
77072:167	49.5442999	17.3895477
77072:168	49.54669089999999	17.4483528
77072:171	49.5664058	17.4118063
77072:172	49.5824569	17.4126589
77072:173	49.5554893	17.3589279
77072:202	49.8055488	17.0591726
77072:204	49.82120279999999	17.0481762
77072:211	49.8259082	17.1200238
77072:217	49.8361797	17.2112607
77072:27	49.59032879999999	17.2513652
77072:31	49.55928120000001	17.3068612
77072:32	49.5849114	17.2527005
77072:322	49.7685961	17.0346813
77072:323	49.7879777	17.0560571
77072:324	49.78320189999999	17.0702841
77072:325	49.7508517	17.0887693
77072:327	49.7408393	17.1016868
77072:329	49.79669519999999	17.0460217
77072:33	49.5851532	17.2449918
77072:34	49.5844607	17.2491047
77072:35	49.578992	17.257355
77072:37	49.5652347	17.2623601
77072:38	49.5779205	17.2539778
77072:39	49.58063199999999	17.2415108
77072:402	49.69975909999999	17.0749647
77072:403	49.7062963	17.0774409
77072:404	49.7038643	17.0778297
77072:405	49.6969181	17.0744504
77072:407	49.7087978	17.0738513
77072:411	49.7187344	17.0868646
77072:413	49.7129651	17.1052072
77072:415	49.67682079999999	17.0920597
77072:416	49.7052104	17.0885673
77072:422	49.7237811	17.1876113
77072:423	49.73267999999999	17.1564913
77072:426	49.65974	17.1188485
77072:428	49.6916711	17.1540129
77072:43	49.5774516	17.2375375
77072:437	49.6909725	17.0548938
77072:438	49.6886338	17.0561518
77072:44	49.57791169999999	17.2312393
77072:440	49.6799465	17.0470545
77072:443	49.70368300000001	17.0056289
77072:444	49.7095079	16.9764427
77072:445	49.701851	16.9743187
77072:446	49.7120787	16.9632593
77072:447	49.7158295	16.9691591
77072:448	49.710636	16.9865164
77072:45	49.58123519999999	17.226279
77072:456	49.613394	17.0016119
77072:46	49.5810907	17.2356326
77072:462	49.66866	16.9332473
77072:463	49.6652222	16.9181346
77072:464	49.6730999	16.9218865
77072:465	49.6809117	16.9306128
77072:469	49.64829350000001	16.9447977
77072:471	49.7028377	16.8909794
77072:472	49.6884818	16.929028
77072:474	49.6969509	16.93532
77072:476	49.719307	16.9331564
77072:477	49.7073237	16.8825736
77072:478	49.71217129999999	16.8792901
77072:479	49.7179599	16.8966378
77072:481	49.6922057	16.8609533
77072:482	49.6837431	16.8832259
77072:483	49.66975009999999	16.8915945
77072:502	49.73199450000001	17.3006042
77072:51	49.594798	17.2309843
77072:510	49.7242121	17.301528
77072:515	49.70822949999999	17.2486788
77072:516	49.7425834	17.3239826
77072:520	49.7841295	17.3385438
77072:526	49.7393006	17.4011432
77072:530	49.7501227	17.2627786
77072:537	49.80406480000001	17.289294
77072:54	49.5962956	17.2291984
77072:540	49.6513773	17.3102349
77072:541	49.6520484	17.3332665
77072:542	49.6411636	17.3240436
77072:546	49.6579676	17.3553333
77072:55	49.5938574	17.233738
77072:57	49.5931671	17.2419888
77072:62	49.6013714	17.2573297
77072:70	49.6050627	17.2527784
77072:75	49.6043931	17.2801225
77072:77	49.6117059	17.287735
77072:82	49.5822833	17.292965
77072:84	49.583299	17.303463
77072:85	49.5756056	17.2945279
77072:9	49.588687	17.2843209
78807:1	49.9625545	16.9758762
78807:10	49.9744839	16.9565648
78807:101	49.8840321	17.1413779
78807:102	49.9028568	17.1085378
78807:11	49.9670289	16.9836643
78807:12	49.9684377	16.9868034
78807:13	49.9714301	16.98345
78807:14	49.967814	16.9759549
78807:15	49.9841047	16.9405574
78807:17	49.96926939999999	16.9638847
78807:18	49.9737694	16.9732439
78807:2	49.9597552	16.9851673
78807:206	50.09101	17.0020186
78807:209	50.1639418	16.9460789
78807:21	49.970726	16.9741474
78807:210	50.1869208	16.9415698
78807:211	50.1792313	16.9019365
78807:212	50.19764439999999	16.917277
78807:22	49.9679253	16.9816649
78807:221	50.1209654	16.8402673
78807:224	50.0713369	16.8609921
78807:227	50.1421433	16.9348387
78807:23	49.96523080000001	16.9916759
78807:24	49.9655593	16.9886998
78807:25	49.9621852	16.9828857
78807:26	49.96563	16.9777329
78807:3	49.955295	16.9765056
78807:30	49.9305583	16.9642096
78807:300	49.8702424	16.8933217
78807:301	49.8664176	16.8952079
78807:302	49.8682202	16.8793248
78807:303	49.8737737	16.8809193
78807:304	49.8757321	16.8475277
78807:305	49.8664882	16.8172597
78807:306	49.8653663	16.8414071
78807:307	49.8327935	16.8273549
78807:308	49.8516249	16.7878633
78807:309	49.8364021	16.7946957
78807:310	49.7993785	16.7881763
78807:311	49.8068775	16.8087536
78807:312	49.82043909999999	16.8310043
78807:313	49.8436979	16.8536056
78807:314	49.8212454	16.8917674
78807:315	49.81971919999999	16.9089957
78807:317	49.83907989999999	16.9143431
78807:318	49.82548870000001	16.9410073
78807:319	49.82332719999999	16.9213743
78807:32	49.97646659999999	17.0068174
78807:320	49.84381490000001	16.952272
78807:321	49.8835353	16.941144
78807:322	49.9312122	16.7947385
78807:323	49.9343363	16.7531449
78807:326	49.9437453	16.8324188
78807:327	49.93336559999999	16.8931784
78807:328	49.9327158	16.8790993
78807:329	49.9257999	16.8693551
78807:331	49.8835466	16.7983967
78807:332	49.8916069	16.8252349
78807:334	49.90819330000001	16.835585
78807:335	49.9197113	16.839436
78807:336	49.8560391	16.9029539
78807:337	49.88943690000001	16.9950706
78807:338	49.9033204	16.947265
78807:340	49.9079408	16.8758627
78807:341	49.893243	17.0222149
78807:342	49.9090298	16.9129035
78807:343	49.9031059	16.9202911
78807:344	49.91014029999999	16.9219974
78807:345	49.9618897	16.7629929
78807:346	49.9753282	16.7736992
78807:347	49.9949594	16.8283409
78807:348	49.9900292	16.791027
78807:35	49.9892628	17.0066517
78807:350	49.9872951	16.7336435
78807:39	50.0213447	17.0783828
78807:4	49.9627028	16.964886
78807:400	49.777389	16.9315106
78807:401	49.7729898	16.9192368
78807:403	49.7804924	16.9269254
78807:404	49.7689433	16.8176806
78807:405	49.7680955	16.8745138
78807:407	49.7780538	16.9226831
78807:408	49.7771971	16.9185479
78807:409	49.7767122	16.8935557
78807:412	49.7387422	16.8872468
78807:414	49.7311376	16.8480027
78807:415	49.74172220000001	16.851252
78807:416	49.7471658	16.8671295
78807:417	49.7637831	16.9041553
78807:418	49.75718269999999	16.9590881
78807:42	49.9760524	17.0763878
78807:420	49.7413962	16.9816222
78807:421	49.7457003	16.9297987
78807:422	49.7424985	16.9359
78807:423	49.7460943	16.909211
78807:425	49.72748259999999	16.9537215
78807:427	49.8139611	17.0203775
78807:428	49.79853689999999	16.9142856
78807:429	49.83565429999999	17.0178204
78807:431	49.8324205	17.0000353
78807:432	49.8372932	16.9966837
78807:435	49.8120991	16.8597651
78807:436	49.8063371	16.89617
78807:437	49.791163	16.8861465
78807:46	50.0573561	17.0090948
78807:48	50.0420555	17.050873
78807:50	49.9523629	17.002336
78807:51	49.947307	17.0122939
78807:52	49.9426224	17.0319104
78807:53	49.99729300000001	17.0179815
78807:54	50.0016975	17.0233947
78807:56	50.0144579	17.033744
78807:57	49.9403207	16.9272706
78807:58	49.9361585	16.9304828
78807:59	49.9431932	16.9144621
78807:60	49.95171260000001	16.9236551
78807:63	49.9799635	16.892969
78807:64	49.9666262	16.8781664
78807:65	49.9656268	16.8928951
78807:66	49.9907838	16.8911817
78807:67	50.0257801	16.8706894
78807:69	50.01063440000001	16.9037136
78807:7	49.9636127	16.9774381
78807:71	50.03342300000001	16.8991027
78807:73	50.0133822	16.8884444
78807:74	49.9606415	16.8619515
78807:75	49.9531216	16.8818755
78807:76	49.9540005	16.8662085
78807:77	49.9768723	16.8369556
78807:78	49.9694551	16.8632055
78807:79	49.88386819999999	16.8767699
78807:8	49.960702	16.9725267
78807:81	49.8847382	16.8795705
78807:82	49.87602589999999	16.8870743
78807:83	49.8828202	16.8706646
78807:84	49.8794619	16.8645516
78807:86	49.8845326	16.8647365
78807:88	49.8832028	16.8758129
78807:89	50.0317083	17.1300037
78807:9	49.9595424	16.9675304
79007:10	50.2268959	17.2029239
79007:102	50.3987515	16.9713976
79007:103	50.3736028	16.9359781
79007:12	50.2266591	17.2068454
79007:13	50.2180147	17.2109143
79007:14	50.2057823	17.196532
79007:16	50.15676740000001	17.1716785
79007:200	50.2579882	17.3887511
79007:201	50.2572053	17.3959038
79007:204	50.262714	17.3969686
79007:207	50.2397821	17.3460703
79007:210	50.2595442	17.3496297
79007:23	50.2671875	17.2644379
79007:25	50.224642	17.174256
79007:29	50.2901932	17.2950656
79007:30	50.321876	17.3265881
79007:32	50.29376329999999	17.2846351
79007:37	50.3016288	17.2576953
79007:39	50.3720587	17.1861469
79007:41	50.2863351	17.0959306
79007:43	50.3109214	17.047785
79007:45	50.3190244	17.0950396
79007:46	50.3422633	17.1229577
79007:47	50.3308213	17.1081334
79207:104	49.79484249999999	17.4376088
79207:107	49.7702396	17.474621
79207:110	49.806288	17.4683518
79207:111	49.8413137	17.4727397
79207:113	49.8710709	17.4148841
79207:119	49.853692	17.55469
79207:12	49.97890839999999	17.4554396
79207:120	49.85118749999999	17.5101027
79207:13	49.9906593	17.4675234
79207:204	50.1514245	17.6023128
79207:206	50.17010459999999	17.5586533
79207:208	50.1506872	17.5372496
79207:211	50.14102130000001	17.5674412
79207:213	50.1525995	17.5570516
79207:216	50.1613224	17.4336682
79207:217	50.1575031	17.4478261
79207:220	50.2507897	17.4907805
79207:221	50.1807712	17.4841017
79207:222	50.1780172	17.5140222
79207:223	50.2499237	17.5585967
79207:224	50.2001745	17.5760979
79207:229	50.24269289999999	17.4612811
79207:232	50.1393307	17.4753502
79207:236	50.2509377	17.6783584
79207:239	50.2228791	17.6474368
79207:241	50.2466812	17.6008774
79207:243	50.2757325	17.5878524
79207:245	50.2064973	17.6233258
79207:246	50.2163264	17.664105
79207:248	50.23386559999999	17.7157851
79207:250	50.2345601	17.7515632
79207:251	50.2200821	17.7044146
79207:28	49.9596005	17.4411663
79207:30	49.9332561	17.4382127
79207:310	50.1276628	17.3630316
79207:314	50.1041452	17.267848
79207:315	50.0966769	17.3366496
79207:318	50.109794	17.4212096
79207:322	50.0730927	17.3068597
79207:33	49.9964483	17.4628389
79207:34	49.9582692	17.4728959
79207:401	50.0861887	17.7129923
79207:402	50.0854927	17.7011326
79207:403	50.09002830000001	17.7154638
79207:406	50.0915083	17.7071491
79207:41	50.0145257	17.4083943
79207:412	50.0960447	17.6815162
79207:414	50.08974320000001	17.6970823
79207:417	50.0855232	17.6726711
79207:42	50.05183299999999	17.4841792
79207:422	50.08692	17.7018562
79207:424	50.08997429999999	17.7033018
79207:428	50.0879731	17.692757
79207:434	50.08899599999999	17.6788058
79207:438	50.040116	17.6396975
79207:439	50.0546793	17.6625926
79207:442	50.1240587	17.6372644
79207:444	50.12629219999999	17.5272299
79207:449	50.0766579	17.6001536
79207:455	50.0549156	17.610594
79207:459	50.04325679999999	17.5792669
79207:462	50.0447731	17.5573972
79207:47	50.0550876	17.3766086
79207:49	50.0591818	17.4243946
79207:51	50.012337	17.3155288
79207:54	50.02652	17.2723347
79207:57	50.035075	17.3096612
79207:59	49.9700273	17.5941555
79207:66	49.8969714	17.3066196
79207:69	49.8454563	17.3542949
79207:70	49.85917480000001	17.3117067
79207:72	49.8526635	17.2467227
79207:73	49.8395808	17.2575704
79207:74	49.8363836	17.2467646
79207:75	49.93112439999999	17.2771755
79207:76	49.9461944	17.2541787
79207:77	49.9396212	17.2622353
79207:79	49.930808	17.2659692
79207:81	49.9186987	17.2862006
79207:82	49.9381479	17.3216337
79207:84	49.951455	17.3415543
79207:85	49.9810782	17.3083843
79207:86	49.9790594	17.3135145
79207:87	49.9733263	17.2275682
79207:88	49.9699764	17.2071648
79207:91	49.9159843	17.1842017
79207:92	49.9134518	17.2263918
79207:93	49.9246847	17.2269977
79207:96	49.894989	17.1792528
79207:97	49.8840146	17.1605449
79907:1	49.470735	17.1257217
79907:105	49.35359	17.1631974
79907:107	49.2784765	17.1731874
79907:11	49.4805928	17.108025
79907:113	49.2994798	17.2048714
79907:134	49.4228404	17.0418363
79907:138	49.4002949	17.1417072
79907:139	49.4058735	17.0241642
79907:147	49.4895749	17.2736611
79907:172	49.6192602	17.0380822
79907:2	49.4729464	17.1188157
79907:20	49.4720124	17.0952085
79907:201	49.4371191	17.1149329
79907:208	49.4035093	17.0997
79907:21	49.4685111	17.0943966
79907:308	49.6214178	16.8147191
79907:31	49.4758697	17.1389536
79907:311	49.57562859999999	16.9383811
79907:316	49.6021417	16.8108475
79907:318	49.5866932	16.8245406
79907:319	49.5802074	16.8132265
79907:321	49.61036420000001	16.8762337
79907:324	49.5472093	16.8400275
79907:327	49.5530543	16.7934678
79907:329	49.5611893	16.7561174
79907:333	49.59817409999999	16.9903132
79907:334	49.5675478	17.0124068
79907:336	49.5721222	17.0051834
79907:337	49.5805362	16.9947388
79907:339	49.5874361	17.0030147
79907:34	49.4124648	17.192987
79907:340	49.6073359	16.9499042
79907:341	49.6098563	16.938639
79907:342	49.5463756	16.8616955
79907:343	49.5468753	16.8925588
79907:347	49.5292353	16.8619049
79907:351	49.66091429999999	16.8133347
79907:353	49.647912	16.8556924
79907:355	49.6564962	16.8785449
79907:357	49.6368023	16.909829
79907:358	49.6225369	16.9375873
79907:359	49.6306192	16.9493151
79907:360	49.6515823	16.9087785
79907:43	49.4397005	17.187817
79907:56	49.5405065	17.0426297
79907:57	49.5325498	17.0543569
79907:61	49.5447812	16.992391
79907:63	49.4721858	17.0397933
79907:65	49.53094549999999	17.1794716
79907:67	49.5310224	17.1017065
79907:68	49.5167904	17.1071513
79907:7	49.4800074	17.1162107
79907:72	49.470199	17.0133485
79907:78	49.4704484	16.9688071
79907:8	49.4775977	17.1160336
79907:84	49.5050857	16.9880503
79907:85	49.5269487	16.9466542
79907:9	49.4740601	17.1133646
79907:91	49.3970867	16.8378072
79907:92	49.4200159	16.8705812
11007:247	50.0762900	14.4167286
26907:155	50.0769233	13.7007369
26907:189	50.1734133	13.8401047
27207:1	50.1218706	14.0458039
27207:24	50.2614456	14.0191081
30072:295	49.6073183	13.5193019
30072:298	49.5538217	13.5819828
35007:157	50.1702433	12.6476744
43407:64	50.6019725	13.6146575
51300:10	50.6110764	15.3236794
54107:475	50.4017369	15.8869119
75707:134	49.4117142	18.2014781
